"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TMF1;S542;","TMF1;S542;",1.83776164396572,6.34743580447895e-16,4.71696969593394,2.41944629210689e-05,0.000131341370142945,2.27870115333709
"POLDIP3;S/TNA;","POLDIP3;S/TNA;",-1.87769907747518,-5.10008701937181e-16,-4.70837317227894,2.48827199169248e-05,0.000133727297335775,2.25162650822401
"SARM1;S54;","SARM1;S54;",-1.35198792983141,-1.6081299651704e-16,-4.70796950867871,2.49155069772971e-05,0.000133727297335775,2.25035556256845
"SH3KBP1;S183;","SH3KBP1;S183;",1.90431174830643,5.44703171456717e-16,4.69715698748702,2.58097185351174e-05,0.000137748497799784,2.2163250619234
"SKIV2L;S245;","SKIV2L;S245;",-1.76892691959863,-1.56951171635997e-16,-4.6735052719748,2.78771548242442e-05,0.000147951380352134,2.14197368680576
"CDK13;S525;","CDK13;S525;",1.75128359260763,-4.20216110585429e-16,4.66587271890141,2.8578426869216e-05,0.000150830586254196,2.11800615775819
"WHSC1;T544;","WHSC1;T544;",1.42120207991713,2.57730345002268e-17,4.59897493081263,3.55144403586933e-05,0.000185096096969766,1.90849418605189
"BRD9;T103;","BRD9;T103;",-1.70776102712168,3.10185078680615e-16,-4.59795108395571,3.56325019791793e-05,0.000185096096969766,1.90529561457903
"MRC2;S1457;","MRC2;S1457;",-2.03718072009327,-7.02149978371565e-17,-4.59686582291817,3.57580658917701e-05,0.000185096096969766,1.90190544629171
"PHLDB1;S324;","PHLDB1;S324;",-1.77277022702579,-2.90772696925636e-17,-4.59607194903569,3.58501914130915e-05,0.000185096096969766,1.89942569438557
"TAGLN2;S163;","TAGLN2;S163;",-1.81422994154996,-1.75269025483514e-16,-4.59234152927654,3.62862180811168e-05,0.000186334633389518,1.8877752820156
"MEPCE;S69;","MEPCE;S69;",-1.84152824768977,-4.06420928657423e-17,-4.57595308528695,3.82642176506831e-05,0.000195435520258866,1.83663131941084
"OCIAD1;S123;","OCIAD1;S123;",-1.43377431955326,3.63347125204821e-16,-4.57166618205661,3.87988412434757e-05,0.000196335633515099,1.82326345170214
"GBF1;S1298;","GBF1;S1298;",-1.81510589808319,4.98939514042853e-17,-4.57122887330377,3.88537885271985e-05,0.000196335633515099,1.821900033996
"THOC1;S2;","THOC1;S2;",-1.77376699731359,-1.33878316832008e-16,-4.5692150533646,3.91078091308211e-05,0.000196543919065908,1.81562203830898
"AKAP1;S151;","AKAP1;S151;",-1.61904684591913,2.52897901033476e-16,-4.56763084066295,3.93087838131817e-05,0.000196543919065908,1.8106839992001
"ADGRL2;S1430;","ADGRL2;S1430;",-1.07165933113182,-1.91645641155533e-16,-4.55749392576497,4.06189531733986e-05,0.00020203144248549,1.77910103879489
"TP53BP2;S480;","TP53BP2;S480;",-1.77386964287942,-2.31296463463574e-18,-4.55410837074245,4.10659946146556e-05,0.000203191119187098,1.76855833039499
"PHLDB2;S157;","PHLDB2;S157;",-1.91023177537228,-1.40429995674313e-17,-4.54853582575233,4.18123426039876e-05,0.000205060270777853,1.75121125350894
"ZYX;S281;","ZYX;S281;",1.37647201460075,2.22003301985127e-16,4.5480690043192,4.18754658220037e-05,0.000205060270777853,1.74975839808286
"PHLDB1;S404;","PHLDB1;S404;",-1.87776960775874,1.67442118371666e-16,-4.54396039435918,4.24350741275256e-05,0.000206734976518715,1.73697372197407
"RPS14;S/TNA;","RPS14;S/TNA;",-1.55681790220268,-1.43403807347416e-16,-4.54102840161016,4.28388994458287e-05,0.00020763752282417,1.727852788256
"HABP4;S108;","HABP4;S108;",-1.66271390266617,2.49139333502193e-16,-4.53633453814066,4.34932453526295e-05,0.000209739000431462,1.71325529702527
"NUCKS1;S79;","NUCKS1;S79;",-1.80992993554999,2.42489560177615e-16,-4.52980278269182,4.44201324880034e-05,0.000213126898301026,1.69295101528755
"ITPR3;S2670;","ITPR3;S2670;",-1.81049383631677,1.62320553823544e-16,-4.52596204665601,4.4974162503843e-05,0.000214700775772115,1.68101674487079
"DOCK9;S927;","DOCK9;S927;",-1.33691501498539,-5.3776427755281e-16,-4.51817837019596,4.61178177905724e-05,0.000219059634505219,1.65684167755566
"RBM15;S670;","RBM15;S670;",2.12732477587006,1.48525371895538e-16,4.50488958614162,4.8136549456161e-05,0.000227511054643547,1.61560287753936
"CIAPIN1;S182;","CIAPIN1;S182;",1.49546152736194,1.57942442193698e-16,4.49126325419547,5.02964225947299e-05,0.000235652965378561,1.57336198953652
"SUDS3;S234;","SUDS3;S234;",-1.45206101411963,2.38700015441404e-16,-4.49062925824424,5.0399194064027e-05,0.000235652965378561,1.57139776324187
"BCLAF1;S690;","BCLAF1;S690;",-1.82071959192664,2.58556403800353e-16,-4.48937342569765,5.06033736181332e-05,0.000235652965378561,1.56750727919352
"HDGF;S107;","HDGF;S107;",-1.56667751278265,1.00386795437182e-16,-4.47987897890355,5.21734687472203e-05,0.00024148987092836,1.53810692486011
"HN1;S87;","HN1;S87;",-1.98485573630544,2.6235627427154e-16,-4.47873896269873,5.23651720118338e-05,0.00024148987092836,1.53457829286729
"RTN3;S316;","RTN3;S316;",-1.69264143025578,1.99575805617141e-16,-4.47637200504893,5.27654014446683e-05,0.000242160054939299,1.52725302048497
"SRRM1;S605;","SRRM1;S605;",1.74450046370129,1.43403807347416e-16,4.47311666076194,5.33207454661229e-05,0.000243532250927004,1.51718067612318
"TP53BP1;S366;","TP53BP1;S366;",-1.78930825122201,-5.99718687409125e-17,-4.46587820748783,5.45761791420438e-05,0.000248073541554744,1.49479383516091
"TNKS1BP1;S601;","TNKS1BP1;S601;",1.48641860049145,-5.51146430081774e-16,4.44790094965893,5.7820678886219e-05,0.00026156973781861,1.43925217249808
"PHF2;S/TNA;","PHF2;S/TNA;",2.00235303653856,-3.2505413704613e-16,4.44198089512521,5.89298820186701e-05,0.000265324113354202,1.42098002076472
"ACAP2;S521;","ACAP2;S521;",1.70690558697403,-1.31425954775195e-16,4.42414321240961,6.23994248906589e-05,0.000279620064368519,1.36597921659706
"PRRC2A;S761;","PRRC2A;S761;",-1.74116481376813,5.07200102023695e-16,-4.41340988270477,6.45826187633011e-05,0.000288044543779981,1.33292405445773
"NELFA;S225;","NELFA;S225;",-1.58784547819961,-4.76470714734963e-16,-4.40733601240238,6.5850987549333e-05,0.000292329150335824,1.31423194337562
"NPM1;S254;","NPM1;S254;",-1.61214821051234,-8.91317443132845e-17,-4.40568025337354,6.62009550583442e-05,0.000292515847932219,1.30913809717041
"SOGA1;S1303;","SOGA1;S1303;",-1.67231006297184,1.95858541025762e-16,-4.38150307874426,7.15231470718887e-05,0.000314569396843955,1.23484152792766
"ITPKB;S204;","ITPKB;S204;",-1.91038798281291,1.00655264546559e-16,-4.37862750297764,7.2183342175807e-05,0.000316010023350307,1.22601528614502
"TBC1D22A;S167;","TBC1D22A;S167;",2.00023052043077,2.27909622391429e-16,4.37079913042688,7.40109667966058e-05,0.00032252485530631,1.20199832210291
"SLC12A2;S77;","SLC12A2;S77;",-1.80977091389544,-2.2683574595392e-16,-4.36933479541759,7.435781934449e-05,0.000322556750581121,1.19750767339552
"MAP1B;S1016;","MAP1B;S1016;",1.92863462176358,-5.07613131422737e-17,4.36514988234983,7.53578689807144e-05,0.000325408979689449,1.18467708647057
"MKI67;T1355;","MKI67;T1355;",1.59810042450034,1.5001227773209e-16,4.36234922398917,7.60344593281062e-05,0.000326844960912674,1.17609316571553
"HNRNPAB;T99;","HNRNPAB;T99;",1.947531969877,2.61509564003504e-16,4.35005314620761,7.9075893926004e-05,0.000338387834368035,1.1384314503419
"MARK2;S40;","MARK2;S40;",-1.43274946421377,2.33857245737635e-16,-4.34434334603111,8.05283225004612e-05,0.000343057876123041,1.12095697182998
"ATXN7L3B;S92;","ATXN7L3B;S92;",-1.70716578268067,1.20604584520292e-17,-4.34100793244928,8.13887926648345e-05,0.000345175683176754,1.11075330718677
"PTPRK;S856;","PTPRK;S856;",-1.90567899655144,1.41256054472397e-17,-4.33844465860723,8.20561637154904e-05,0.000346459357909848,1.10291385266864
"ZBTB21;S714;","ZBTB21;S714;",-1.76720800126304,5.82371452649357e-18,-4.3367525336197,8.24996495744345e-05,0.00034679056237041,1.0977396945651
"CASP2;S157;","CASP2;S157;",1.93359405732527,-1.27156263362598e-16,4.33333281181403,8.34030769024209e-05,0.00034904371390881,1.08728533477905
"SBNO1;S/TNA;","SBNO1;S/TNA;",-1.84202778748241,-3.50956243233558e-16,-4.32425480352083,8.58484499940345e-05,0.000357701874975144,1.05954891129192
"PCNP;S77;","PCNP;S77;",-1.60479320877364,1.02926926241291e-16,-4.31705010226226,8.78389132862828e-05,0.00036439723852388,1.03755245225303
"TARS;S39;","TARS;S39;",-1.66289539560329,4.79114102888832e-17,-4.31001778052394,8.98251813213581e-05,0.00037101705328387,1.01609632057628
"MATR3;S747;","MATR3;S747;",1.91318016280979,2.32783369300126e-16,4.29453494571567,9.43540795409657e-05,0.000388036257852456,0.968906247717388
"RBM28;TNA;","RBM28;TNA;",1.83994489384562,-5.40242453947063e-17,4.28057819949088,9.86270573905922e-05,0.000402818289027486,0.926425970239751
"AHCTF1;S1222;","AHCTF1;S1222;",-1.67312792977429,-7.46757153468111e-17,-4.28003703958189,9.87964856246359e-05,0.000402818289027486,0.924779959714072
"TP53BP1;S1101;","TP53BP1;S1101;",1.63677549111741,-1.91645641155533e-16,4.26814665160486,0.000102591659601265,0.000416504600945306,0.888635021421421
"ZNF592;S1089;","ZNF592;S1089;",1.50313967914431,4.6672322091757e-18,4.26657775557493,0.00010310292116961,0.000416799043026082,0.88386886834134
"PALM3;S375;","PALM3;S375;",-1.21236107346552,3.7150961870339e-16,-4.26434539603158,0.000103834674406808,0.000417552777751914,0.877088406694666
"MICALL2;S153;","MICALL2;S153;",-1.58832883498555,5.70145782437711e-16,-4.26333229968395,0.000104168429818109,0.000417552777751914,0.87401175313448
"EYA4;S361;","EYA4;S361;",-1.43457324052419,2.59712886117671e-16,-4.26102016943503,0.000104934064276466,0.0004188544582464,0.86699120334321
"DNM1;S774;","DNM1;S774;",-1.82067782921018,-1.48690583655155e-16,-4.25264508476645,0.000107753594603583,0.000428309267252736,0.841574126914173
"VPS4A;S97;","VPS4A;S97;",-1.94183737405814,-1.1067122747333e-16,-4.2458715849359,0.000110087857839347,0.000435764437280749,0.821032592961546
"PLCG1;S525;","PLCG1;S525;",1.92486932041611,3.51467367114872e-16,4.24299338143592,0.000111094596950163,0.000437924759762055,0.812308131600997
"FOSL1;S101;","FOSL1;S101;",-1.6047397630874,-9.24359795056213e-17,-4.23124033209033,0.000115299559721629,0.000452622238576642,0.776707395168373
"CPNE3;S243;","CPNE3;S243;",-1.70056913498786,-3.40893814499395e-16,-4.2171243269961,0.000120555294336043,0.000470680278820235,0.734003191690714
"TXLNA;S515;","TXLNA;S515;",-1.84855937684654,-7.66582564622132e-17,-4.21568170452193,0.000121105386739215,0.000470680278820235,0.729642265252038
"SPG21;S304;","SPG21;S304;",-1.10112773030145,1.24652272630905e-16,-4.21494833841701,0.000121385966643113,0.000470680278820235,0.727425599624859
"BOP1;T106;","BOP1;T106;",-2.12125011437768,2.06184276001815e-16,-4.1912985739505,0.000130781593656663,0.000505050869812315,0.656028660302902
"CRYBG3;S931;","CRYBG3;S931;",1.89004231575848,-3.36536354339501e-16,4.18945029013543,0.000131545023714121,0.000505942398900467,0.650455941425527
"CXorf23;S139;","CXorf23;S139;",-1.50408384696379,-1.25891360828031e-16,-4.18174147368468,0.000134776203843875,0.000516279813111618,0.627224464106149
"OCIAD1;S209;","OCIAD1;S209;",1.35482310819882,8.98751972315603e-17,4.17499490728959,0.000137667371108021,0.000525236958042652,0.606907723745671
"ZNF106;S641;","ZNF106;S641;",1.45844535240284,-1.56125112837913e-16,4.13843454198453,0.000154416285007814,0.000586781883029693,0.497053159610746
"DYNC1LI2;S194;","DYNC1LI2;S194;",-1.26894724960111,-3.59170365407007e-16,-4.12874632671843,0.00015917702166425,0.000602462831000151,0.468012341376198
"SLAIN2;S63;","SLAIN2;S63;",-1.62936397174721,-1.97376424067242e-16,-4.11939641457307,0.000163906734930734,0.000617902373746814,0.440013636951659
"ZFC3H1;T766;","ZFC3H1;T766;",1.77658776944273,6.84389714212755e-17,4.1170355579917,0.000165122435208761,0.000620024954341196,0.432948325910524
"SORBS1;S350;","SORBS1;S350;",1.43608093516623,-1.47864524857071e-16,4.10651934634294,0.00017064500907098,0.000638239207155239,0.401498082153039
"SUPT20H;S508;","SUPT20H;S508;",-1.67591126102784,-8.57449032411393e-17,-4.08653900962636,0.000181636529784805,0.000676685110962999,0.341841444972563
"HSP90AB1;S226;","HSP90AB1;S226;",2.00965613482011,9.86933749011091e-17,4.08447124601121,0.000182812570069516,0.000677609222310099,0.335674920650556
"NUFIP2;T220;","NUFIP2;T220;",-1.81371390226563,3.03907031815175e-16,-4.08359856183897,0.000183311126456521,0.000677609222310099,0.333072799982491
"PPIG;T358;","PPIG;T358;",-1.13707518301755,2.00649682054651e-16,-4.07223926062687,0.000189922342567875,0.000699326455191787,0.299224797238787
"ACIN1;T414;","ACIN1;T414;",1.82592644593014,5.41894571543231e-17,4.04447013901665,0.00020707433149867,0.000756703523436368,0.216656965145035
"BAZ2A;S1397;","BAZ2A;S1397;",-1.88334211842052,3.94773499604436e-16,-4.04443368617803,0.000207097806414164,0.000756703523436368,0.216548744275286
"CLASP1;S633;","CLASP1;S633;",-1.77972496024825,-1.11930967140408e-16,-4.03162232743952,0.000215510083687353,0.000784423676256648,0.178541802411781
"SP110;S256;","SP110;S256;",-1.5663369323849,-2.560782274061e-17,-4.02507095895726,0.000219939114492228,0.000797489155601591,0.159127246066351
"EIF4G3;S495;","EIF4G3;S495;",1.6617674557609,-1.3795181928006e-16,4.00781952325377,0.000232028585416177,0.000838079263562668,0.10807259669491
"RPRD1A;S156;","RPRD1A;S156;",1.75218692002391,-1.75454888713083e-16,4.00661297576833,0.000232897816400573,0.000838079263562668,0.104505640206867
"SLC9A3R1;S290;","SLC9A3R1;S290;",-1.86932459058032,3.42174205636425e-16,-4.00361963249678,0.00023506796630039,0.000842696482963662,0.0956584469000816
"ZC3H13;S1208;","ZC3H13;S1208;",-1.80158275926779,-1.73451696127729e-16,-3.99354240781273,0.000242518981843075,0.000866139220868126,0.0658963185508945
"TOP2B;S1552;","TOP2B;S1552;",1.59923642192298,1.6983768888611e-16,3.9890622123732,0.000245904676486971,0.000874941732818811,0.0526755873297349
"DSG2;S701;","DSG2;S701;",-1.70425401456837,1.63745505250239e-16,-3.98734050807264,0.000247217924883681,0.000876332196416034,0.0475967861829707
"ARHGEF2;S886;","ARHGEF2;S886;",-1.57688216419265,-9.30968265440886e-17,-3.96139454495907,0.00026785120660658,0.00094594292296004,-0.0288170761512996
"NA;S1368;","NA;S1368;",1.88612757297991,6.0467504019763e-17,3.95703121635679,0.000271481196105168,0.000955211615925592,-0.0416447285653847
"CLSPN;S762;","CLSPN;S762;",-1.87066539719137,-7.10410566352407e-18,-3.94655795003057,0.000280389794242243,0.000982916252878713,-0.0724077912608747
"ASH2L;S101;","ASH2L;S101;",-1.74915567979387,4.8448348507638e-16,-3.94184987438321,0.000284486149035853,0.000993609711706106,-0.0862243016309669
"BOD1L1;S538;","BOD1L1;S538;",-1.51931593616102,-4.38306798263473e-16,-3.92691651368202,0.000297866288446613,0.00103653104038199,-0.129996797554815
"PRRC2B;S613;","PRRC2B;S613;",-1.63683436522075,3.00406607658293e-16,-3.92524637792771,0.000299400057341332,0.00103806589224184,-0.134887387281197
"ZC3H18;S534;","ZC3H18;S534;",-1.69926398193445,1.55051236400403e-16,-3.92359411639392,0.000300924933309589,0.00103955886052403,-0.139724664751844
"PPP1R12C;S407;","PPP1R12C;S407;",-1.76567071724527,-5.22647401547869e-16,-3.92020761200585,0.000304073877130376,0.00104663109881832,-0.149636209095855
"PDS5A;T1208;","PDS5A;T1208;",1.55855908263927,-2.92424814521805e-16,3.91878932609063,0.000305402126637001,0.00104740801554206,-0.153786006733493
"ZNHIT6;S25;","ZNHIT6;S25;",-1.62640571112273,-2.12462322867255e-16,-3.91482703615935,0.000309142708485437,0.00105521752444971,-0.165375578370412
"USP8;S718;","USP8;S718;",-1.58246729449346,1.44766804364255e-16,-3.91402974766772,0.000309900725601545,0.00105521752444971,-0.167706946416315
"NHSL1;S1472;","NHSL1;S1472;",1.41351380381248,4.87168176170153e-17,3.90733963734087,0.000316332573833494,0.00107327123264936,-0.187260705092394
"GLCE;S73;","GLCE;S73;",-1.87044559683392,8.88426237339551e-17,-3.90118892887529,0.000322359676450969,0.00108982808764562,-0.205223786582766
"TCEA1;S100;","TCEA1;S100;",1.85131056349154,6.69107626448197e-17,3.89042279373782,0.00033317790039918,0.00112240782049369,-0.236633469911818
"TERF2;S365;","TERF2;S365;",-1.59442021180585,-1.52160030607108e-16,-3.88827560583027,0.000335377089025198,0.00112582415043794,-0.242892791363384
"JUNB;T255;","JUNB;T255;",-1.59072926765375,-4.77875014691706e-17,-3.88005448976776,0.000343927809719101,0.00115046274377868,-0.266842954344805
"RPLP1;S101;","RPLP1;S101;",1.73257504947586,-4.59288691734812e-17,3.87491080673562,0.000349384521658487,0.00115918937525577,-0.281815316281261
"MYO5A;S600;","MYO5A;S600;",-1.94847549581197,5.20417042793042e-17,-3.87442797833088,0.000349901009751089,0.00115918937525577,-0.283220251291897
"SUZ12;S546;","SUZ12;S546;",1.78944409287806,6.87280920006049e-17,3.87415139116954,0.00035019721126148,0.00115918937525577,-0.284025026900068
"ZNF574;S164;","ZNF574;S164;",-1.2889476232982,4.14392396058936e-16,-3.8663409671218,0.000358662307864073,0.00118308747385718,-0.306739216648662
"KANK2;S375;","KANK2;S375;",1.63106144631309,-3.60161635964709e-17,3.85451687914676,0.000371854998577035,0.00122236072196603,-0.341083414750422
"DNMT3A;S105;","DNMT3A;S105;",1.55185084685738,-1.57033777515805e-16,3.85179562462766,0.000374956959145381,0.00122830727995901,-0.348980286895967
"IMPDH2;S122;","IMPDH2;S122;",1.44151654445246,4.56645303580942e-16,3.84416861002727,0.000383784823864248,0.00125290578237469,-0.371098738963618
"NUP98;S623;","NUP98;S623;",-1.55194034512264,-2.01558346732543e-16,-3.83991924973057,0.000388789984166741,0.00126189157263049,-0.383412610536854
"STK11IP;S387;","STK11IP;S387;",-1.35620785033892,4.68375338513738e-17,-3.83957861191164,0.000389193927137616,0.00126189157263049,-0.384399427018689
"STARD13;S314;","STARD13;S314;",-1.57743192997011,1.97758476261356e-16,-3.83508586045933,0.000394559705750206,0.00127493782470305,-0.397410747355335
"THRAP3;T874;","THRAP3;T874;",1.47945464936695,6.28052504183413e-16,3.82727541982191,0.000404058390288571,0.00130120498567506,-0.420012444004136
"LPIN1;T454;","LPIN1;T454;",-1.5996816321655,-2.80157841370254e-16,-3.82527629287832,0.000406524902888845,0.00130472519508244,-0.425793818814905
"DLGAP4;T915;","DLGAP4;T915;",1.48005795979989,-2.76807140370525e-16,3.81135660091923,0.000424106434229881,0.00135656940241881,-0.466007353512143
"TP53BP1;S1462;","TP53BP1;S1462;",1.75689312067995,1.49790274430104e-16,3.79906591496836,0.00044023868975764,0.00140344548748241,-0.501454082756497
"TICRR;S1334;","TICRR;S1334;",1.47621079351555,2.96059473233375e-16,3.7936239423381,0.000447569265285908,0.00142204281612579,-0.517130631342414
"UBXN1;S199;","UBXN1;S199;",1.63798347647107,-1.40884328013259e-16,3.78694422316793,0.000456728216685145,0.00144630601950296,-0.536357325207761
"STX4;S117;","STX4;S117;",-1.79382348613713,5.21325707470935e-16,-3.77344450415204,0.000475793493475291,0.00150167381661637,-0.575162449264224
"FLNB;S2107;","FLNB;S2107;",-1.64480520642281,-6.4597798010184e-17,-3.76319515703275,0.000490778518351645,0.00154383971004656,-0.604577584083053
"RRM2;S20;","RRM2;S20;",1.73477952442675,3.07789508166171e-16,3.75642534005617,0.000500924703889683,0.00157055600229439,-0.623984386341141
"TNRC6C;S714;","TNRC6C;S714;",1.29622995127805,1.91273914696395e-16,3.74919102107321,0.000511990427328285,0.00159997008540089,-0.644703114928602
"SNTB2;S233;","SNTB2;S233;",1.46155495341958,-3.16215307906629e-16,3.74354614981235,0.00052078813789483,0.00162212698688554,-0.660855598305632
"SRRM2;S1152;","SRRM2;S1152;",1.3231624372192,-7.79386475992437e-17,3.74155842711806,0.000523920600208126,0.00162655088299908,-0.666540395908487
"MOB1B;T35;","MOB1B;T35;",-1.37684864852299,-1.24487060871288e-16,-3.73643257741529,0.000532082433410997,0.00164155837199428,-0.681192966646786
"BCL9;S917;","BCL9;S917;",1.3918088201383,-3.94443076085203e-16,3.73635275087904,0.000532210503762357,0.00164155837199428,-0.681421074581657
"EEF2K;S445;","EEF2K;S445;",-1.48927672890723,3.39097136613562e-16,-3.73200622378168,0.000539228890132642,0.00165782344862787,-0.693837699676715
"ARAP3;S1444;","ARAP3;S1444;",1.72057461345364,1.1425425751002e-16,3.72126406336158,0.000556958837858389,0.0017068093418241,-0.724492719199231
"SRRM2;S1124;","SRRM2;S1124;",1.31091698209683,-1.65211759616839e-19,3.71685349340348,0.000564399881469632,0.00172405108487508,-0.737066026996943
"NA;S989;","NA;S989;",-1.58746422717352,1.22256702116461e-17,-3.7149404099839,0.000567657107525502,0.00172844311586291,-0.742517302111223
"TMPO;T355;","TMPO;T355;",-1.57026991475846,-4.89026808465843e-17,-3.70786496348366,0.000579861738207213,0.00175996194702859,-0.762665968065518
"CASKIN2;S800;","CASKIN2;S800;",-1.55377735113599,1.74298406395765e-16,-3.70680384035062,0.000581713738281028,0.00175996194702859,-0.765686000904215
"BAIAP2L2;S/TNA;","BAIAP2L2;S/TNA;",-1.58305321072449,-3.08945990483489e-17,-3.70423673289897,0.000586217738403915,0.00176795825867847,-0.77299031998618
"CIT;S440;","CIT;S440;",-1.22946014458432,8.9813242821704e-17,-3.68770648680408,0.000616034081726038,0.00184623489369346,-0.819961614529678
"FXR2;S601;","FXR2;S601;",-1.25797821556864,2.91020514565061e-16,-3.68769276232563,0.00061605943294824,0.00184623489369346,-0.820000567643062
"ESCO2;S75;","ESCO2;S75;",-1.23675898670144,1.20790447749861e-16,-3.68488218399902,0.000621272201922904,0.00185600186109044,-0.827976016605732
"WAPL;S221;","WAPL;S221;",1.49312609669177,-1.22587125635694e-16,3.66684745350561,0.000655744485008474,0.00195223777670475,-0.879076506251247
"ANAPC2;S314;","ANAPC2;S314;",1.69052896366156,-4.59949538773279e-16,3.66590485017731,0.000657595882679496,0.00195223777670475,-0.881743702899891
"ADAR;T601;","ADAR;T601;",-1.46113808951221,1.71489806482279e-16,-3.64842252528645,0.000692858037855139,0.00205051444225041,-0.931146183918828
"SRRM1;S756;","SRRM1;S756;",-1.58170762644762,-1.77674921732934e-16,-3.64662952736773,0.000696575584309405,0.00205511430153396,-0.936205867662701
"SRRM2;S1320;","SRRM2;S1320;",-1.50628094478751,-1.3510191642667e-16,-3.63476851715183,0.00072165484183711,0.00212251424069738,-0.969643324355493
"ARHGEF1;S863;","ARHGEF1;S863;",-1.27990430349258,-1.80535150321301e-16,-3.63239004215181,0.000726787292731059,0.00213101212374848,-0.976341521410601
"DBN1;T335;","DBN1;T335;",-1.61118880456799,1.99906229136375e-17,-3.62027541912075,0.000753477759135518,0.00220247344978075,-1.01042205851883
"PHRF1;T1404;","PHRF1;T1404;",-1.48763984612984,4.81922702802319e-16,-3.60770967734143,0.000782155177275664,0.00227928655954565,-1.04570719785169
"RIF1;S1422;","RIF1;S1422;",-1.52063909472163,8.10363680920594e-17,-3.60132524105356,0.000797124073471909,0.00231005140323859,-1.06360968515217
"SH3PXD2A;S820;","SH3PXD2A;S820;",1.39579239356504,-3.01676673060348e-16,3.60113443339328,0.000797575642381325,0.00231005140323859,-1.06414446260337
"ZNF217;S662;","ZNF217;S662;",-1.75356713919749,3.86595517503403e-17,-3.59670975949348,0.00080811624860337,0.00233254249693593,-1.07654122627705
"RRP12;S1080;","RRP12;S1080;",-1.78380614526809,2.75903638560121e-16,-3.59582013991409,0.000810251604198795,0.00233254249693593,-1.07903271078769
"RPS3A;S263;","RPS3A;S263;",1.34326069486717,7.36431418492059e-17,3.58037116938928,0.000848208178821579,0.00243443435009215,-1.12224613282071
"ZNF687;S1057;","ZNF687;S1057;",-1.37279576386877,-5.03069808033274e-16,-3.56687733228119,0.000882750819078796,0.00252594360880981,-1.15990792773191
"CHD7;S1874;","CHD7;S1874;",-1.41600522157547,-6.10457451784219e-17,-3.56511724028583,0.000887354629520907,0.00253149218632091,-1.1648146894506
"PRKD2;S214;","PRKD2;S214;",1.20607728942126,1.9965841149695e-16,3.56309756091057,0.000892665782702279,0.00253901944181786,-1.1704434946033
"KIAA1671;S1701;","KIAA1671;S1701;",-1.3272269070257,4.18811810628686e-17,-3.55047433597873,0.000926557648829677,0.00262755154145729,-1.20558456933603
"TMEM201;S454;","TMEM201;S454;",1.37476873933232,-1.15441717032266e-17,3.51835122894861,0.00101845268452494,0.00287955372112705,-1.29469999097993
"ZBTB7A;S526;","ZBTB7A;S526;",-1.65802533513315,-6.63325214861608e-17,-3.49094484496494,0.00110369011882548,0.0031005854366422,-1.37037406403339
"RBM25;S703;","RBM25;S703;",-1.32045997511062,2.69016373331094e-16,-3.49047283991009,0.00110521622540851,0.0031005854366422,-1.37167445547222
"RBM39;S97;","RBM39;S97;",1.60595215998218,-3.76073593562805e-16,3.49010114183732,0.00110641943475969,0.0031005854366422,-1.37269842799329
"LMO7;S1510;","LMO7;S1510;",-1.73573873178802,2.28653075309705e-16,-3.46903463166267,0.00117669717105507,0.00327636817725401,-1.43063312679523
"SERBP1;S392;","SERBP1;S392;",1.66750150826187,4.34630836611999e-16,3.46896504951361,0.00117693621269208,0.00327636817725401,-1.43082415563256
"GPALPP1;S105;","GPALPP1;S105;",-1.47201773820342,1.75124465193849e-17,-3.46759629005433,0.00118164787325193,0.00327636817725401,-1.43458146796364
"HDAC1;S423;","HDAC1;S423;",1.73981514953684,1.26800025505924e-17,3.46722144031696,0.00118294135241908,0.00327636817725401,-1.43561030267897
"BRD9;S588;","BRD9;S588;",1.10630219653828,5.01913325715956e-16,3.45740920593889,0.00121728505706654,0.00335709487052849,-1.46251912004426
"MYO1E;S980;","MYO1E;S980;",-1.01591114851121,-9.08664677892613e-18,-3.45688242713427,0.00121915550561298,0.00335709487052849,-1.4639625209175
"RANBP2;S955;","RANBP2;S955;",-1.57721613149698,1.11187514222133e-16,-3.45047103557615,0.00124214169220949,0.00340751322032378,-1.48152004096965
"KANK2;S83;","KANK2;S83;",1.59226112996999,-1.95115088107487e-16,3.44978130111686,0.00124463903942353,0.00340751322032378,-1.48340776596008
"CHD3;S713;","CHD3;S713;",1.31696298935284,2.50543633458936e-16,3.43739059384981,0.00129032729801288,0.0035160064057717,-1.51728305937167
"THRAP3;S575;","THRAP3;S575;",1.34346812841815,3.59087759527199e-16,3.43654801566821,0.00129349156802032,0.0035160064057717,-1.5195840788552
"MAP4;S507;","MAP4;S507;",1.30992813591002,-1.36712731082934e-16,3.43546331252379,0.00129757603129214,0.0035160064057717,-1.52254584888271
"SMARCC1;S310;","SMARCC1;S310;",-1.4569693099879,-2.30573662015251e-16,-3.43506688815777,0.00129907184044828,0.0035160064057717,-1.52362814778938
"BOD1L1;S2986;","BOD1L1;S2986;",1.56370199498604,2.09488511194152e-16,3.42957423538014,0.00131996706340731,0.00356241110862769,-1.53861656546922
"PATL1;S179;","PATL1;S179;",1.55717493263204,3.3868410721452e-17,3.4276111268221,0.00132751262255597,0.00357262603804015,-1.54397018507004
"VCL;S290;","VCL;S290;",1.33518168329686,-8.59101150007562e-18,3.40869021685777,0.00140237863290385,0.00376344548378153,-1.5954792471013
